Treatment ,ID,Week,Cercs,Schisto inf,Schisto fact,Meta inf,Meta fact,Total inf,Total fact,Metas
T3,T3.15,5,0,0,ap,1,p,1,onem,1
T3,T3.16,5,0,0,ap,1,p,1,onem,2
T3,T3.17,5,0,0,ap,1,p,1,onem,1
T3,T3.18,5,NA,0,ap,1,p,1,onem,4
T3,T3.19,5,222,1,p,0,ap,1,ones,0
T3,T3.20,5,NA,0,ap,1,p,1,onem,1
T3,T3.21,5,0,0,ap,1,p,1,onem,3
T3,T3.22,5,NA,1,p,1,p,2,p,2
T3,T3.23,5,319,1,p,1,p,2,p,2
T3,T3.24,5,165,1,p,0,ap,1,ones,0
T3,T3.25,5,143,1,p,1,p,2,p,3
T3,T3.26,5,NA,0,ap,1,p,1,onem,4
T3,T3.27,5,NA,1,p,1,p,2,p,3
T3,T3.28,5,206,1,p,0,ap,1,ones,0
T3,T3.29,5,NA,1,p,1,p,2,p,8
T3,T3.30,5,NA,0,ap,1,p,1,onem,4
T3,T3.33,5,0,0,ap,1,p,1,onem,1
T3,T3.34,5,284,1,p,1,p,2,p,2
T3,T3.35,5,381,1,p,1,p,2,p,1
T3,T3.36,5,87,1,p,1,p,2,p,1
T3,T3.37,5,NA,1,p,1,p,2,p,1
T3,T3.38,5,NA,0,ap,0,ap,0,ap,0
T3,T3.39,5,0,1,p,1,p,2,p,1
T3,T3.40,5,0,0,ap,1,p,1,onem,2
T3,T3.1,6,425,1,p,1,p,2,p,2
T3,T3.2,6,0,0,ap,0,ap,0,ap,0
T3,T3.3,6,301,1,p,0,ap,1,ones,0
T3,T3.4,6,210,1,p,1,p,2,p,2
T3,T3.5,6,0,0,ap,1,p,1,onem,1
T3,T3.6,6,NA,0,ap,1,p,1,onem,4
T3,T3.7,6,NA,0,ap,0,ap,0,ap,0
T3,T3.8,6,NA,1,p,1,p,2,p,1
T3,T3.9,6,278,1,p,1,p,2,p,3
T3,T3.10,6,NA,0,ap,1,p,1,onem,1
T3,T3.11,6,NA,0,ap,1,p,1,onem,4
T3,T3.12,6,0,1,p,0,ap,1,ones,0
T3,T3.13,6,NA,1,p,1,p,2,p,3
T3,T3.14,6,0,0,ap,1,p,1,onem,2
T3,T3.15,6,0,0,ap,1,p,1,onem,1
T3,T3.16,6,0,0,ap,1,p,1,onem,2
T3,T3.17,6,0,0,ap,1,p,1,onem,1
T3,T3.18,6,NA,0,ap,1,p,1,onem,4
T3,T3.19,6,220,1,p,0,ap,1,ones,0
T3,T3.20,6,NA,0,ap,1,p,1,onem,1
T3,T3.21,6,0,0,ap,1,p,1,onem,3
T3,T3.22,6,NA,1,p,1,p,2,p,2
T3,T3.23,6,233,1,p,1,p,2,p,2
T3,T3.24,6,234,1,p,0,ap,1,ones,0
T3,T3.25,6,NA,1,p,1,p,2,p,3
T3,T3.26,6,NA,0,ap,1,p,1,onem,4
T3,T3.27,6,NA,1,p,1,p,2,p,3
T3,T3.28,6,204,1,p,0,ap,1,ones,0
T3,T3.29,6,NA,1,p,1,p,2,p,8
T3,T3.30,6,NA,0,ap,1,p,1,onem,4
T3,T3.33,6,0,0,ap,1,p,1,onem,1
T3,T3.34,6,270,1,p,1,p,2,p,2
T3,T3.35,6,275,1,p,1,p,2,p,1
T3,T3.36,6,92,1,p,1,p,2,p,1
T3,T3.37,6,NA,1,p,1,p,2,p,1
T3,T3.38,6,NA,0,ap,0,ap,0,ap,0
T3,T3.39,6,NA,1,p,1,p,2,p,1
T3,T3.40,6,0,0,ap,1,p,1,onem,2
T3,T3.1,7,330,1,p,1,p,2,p,2
T3,T3.2,7,0,0,ap,0,ap,0,ap,0
T3,T3.3,7,423,1,p,0,ap,1,ones,0
T3,T3.4,7,213,1,p,1,p,2,p,2
T3,T3.5,7,0,0,ap,1,p,1,onem,1
T3,T3.6,7,NA,0,ap,1,p,1,onem,4
T3,T3.7,7,NA,0,ap,0,ap,0,ap,0
T3,T3.8,7,NA,1,p,1,p,2,p,1
T3,T3.9,7,178,1,p,1,p,2,p,3
T3,T3.10,7,NA,0,ap,1,p,1,onem,1
T3,T3.11,7,NA,0,ap,1,p,1,onem,4
T3,T3.12,7,NA,1,p,0,ap,1,ones,0
T3,T3.13,7,NA,1,p,1,p,2,p,3
T3,T3.14,7,0,0,ap,1,p,1,onem,2
T3,T3.15,7,0,0,ap,1,p,1,onem,1
T3,T3.16,7,0,0,ap,1,p,1,onem,2
T3,T3.17,7,0,0,ap,1,p,1,onem,1
T3,T3.18,7,NA,0,ap,1,p,1,onem,4
T3,T3.19,7,165,1,p,0,ap,1,ones,0
T3,T3.20,7,NA,0,ap,1,p,1,onem,1
T3,T3.21,7,0,0,ap,1,p,1,onem,3
T3,T3.22,7,NA,1,p,1,p,2,p,2
T3,T3.23,7,177,1,p,1,p,2,p,2
T3,T3.24,7,234,1,p,0,ap,1,ones,0
T3,T3.25,7,NA,1,p,1,p,2,p,3
T3,T3.26,7,NA,0,ap,1,p,1,onem,4
T3,T3.27,7,NA,1,p,1,p,2,p,3
T3,T3.28,7,190,1,p,0,ap,1,ones,0
T3,T3.29,7,NA,1,p,1,p,2,p,8
T3,T3.30,7,NA,0,ap,1,p,1,onem,4
T3,T3.33,7,0,0,ap,1,p,1,onem,1
T3,T3.34,7,209,1,p,1,p,2,p,2
T3,T3.35,7,259,1,p,1,p,2,p,1
T3,T3.36,7,86,1,p,1,p,2,p,1
T3,T3.37,7,NA,1,p,1,p,2,p,1
T3,T3.38,7,NA,0,ap,0,ap,0,ap,0
T3,T3.39,7,NA,1,p,1,p,2,p,1
T3,T3.40,7,0,0,ap,1,p,1,onem,2
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
